Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
UBS Werbespot 1998,UBS,TV,2022-11-06,5030319,Michelle Hunziker,Mit Swatch immer im Takt bleiben.,https://www.haas-gut.info/,SRF
Swatch Werbespot 2010,Swatch,TikTok,2021-12-17,8228263,,Mit Swatch immer im Takt bleiben.,https://www.hofmann.biz/,SRF
Emmi Werbespot 1992,Emmi,Instagram,2023-07-13,5567278,Roger Federer,Coop – Für mich und dich.,https://lustenberger-zurcher.org/,Statista CH
Galaxus Werbespot 1979,Galaxus,YouTube,2022-11-08,7972302,Bastian Baker,"Nestlé – Qualität, der man vertraut.",https://www.huber-fischer.biz/,Horizont.ch
Galaxus Werbespot 1991,Galaxus,YouTube,2022-10-11,8070593,Stéphane Lambiel,Swisscom – Die Zukunft ist jetzt.,https://www.kern-herzog.biz/,Horizont.ch
Galaxus Werbespot 1994,Galaxus,Facebook,2021-04-07,4073384,Viola Tami,Frisch ab Hof – jetzt bei Migros.,http://www.winkler.info/,Horizont.ch
Coop Werbespot 2018,Coop,YouTube,2022-01-30,7409399,Stéphane Lambiel,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://bernasconi.biz/,Statista CH
Swisscom Werbespot 2015,Swisscom,Facebook,2024-07-18,6894990,Viola Tami,Ricola – Wer hat’s erfunden?,http://haas.com/,Horizont.ch
Emmi Werbespot 2018,Emmi,Facebook,2023-11-24,8712060,Roger Federer,UBS – Vermögen weitsichtig gestalten.,https://www.schuler-merz.org/,Horizont.ch
UBS Werbespot 1997,UBS,TV,2024-11-04,8826043,,Emmi – So schmeckt die Schweiz.,https://www.suter-zollinger.net/,SRF
Swisscom Werbespot 2010,Swisscom,TikTok,2021-01-08,5753294,Stress,Ricola – Wer hat’s erfunden?,http://www.steiger.org/,SRF
Ricola Werbespot 1973,Ricola,TV,2025-02-01,3235657,,UBS – Vermögen weitsichtig gestalten.,https://brunner-albrecht.com/,SRF
Swatch Werbespot 1987,Swatch,Facebook,2022-03-09,5003143,Bastian Baker,"Nestlé – Qualität, der man vertraut.",http://kohler-mayer.org/,YouTube Leaderboard
Emmi Werbespot 2016,Emmi,TV,2024-07-21,5861946,Anna Rossinelli,Ricola – Wer hat’s erfunden?,http://mettler.com/,SRF
Ricola Werbespot 1998,Ricola,TikTok,2021-01-10,6380211,Lara Gut-Behrami,Emmi – So schmeckt die Schweiz.,http://www.hotz-jaggi.info/,SRF
Swisscom Werbespot 2023,Swisscom,YouTube,2022-01-21,4835636,Bastian Baker,Coop – Für mich und dich.,https://bosshard-lutz.info/,SRF
Emmi Werbespot 1991,Emmi,Instagram,2020-11-13,8047616,,UBS – Vermögen weitsichtig gestalten.,https://www.buhler.com/,YouTube Leaderboard
Swatch Werbespot 2016,Swatch,TikTok,2021-09-11,4567052,Bastian Baker,Swisscom – Die Zukunft ist jetzt.,http://www.favre.biz/,Meta Ads Library
Galaxus Werbespot 2001,Galaxus,Facebook,2022-04-09,4077770,,Frisch ab Hof – jetzt bei Migros.,https://www.sigrist.biz/,Horizont.ch
SBB Werbespot 1996,SBB,Facebook,2020-07-18,890654,,Coop – Für mich und dich.,http://luscher.com/,Statista CH
UBS Werbespot 1984,UBS,YouTube,2022-08-31,2316314,Stress,Frisch ab Hof – jetzt bei Migros.,http://www.forster.com/,Horizont.ch
Swisscom Werbespot 2001,Swisscom,TV,2021-04-08,8020256,Viola Tami,UBS – Vermögen weitsichtig gestalten.,https://sigrist.biz/,SRF
UBS Werbespot 2011,UBS,YouTube,2023-08-21,1510901,Bastian Baker,Mit Swatch immer im Takt bleiben.,http://maurer-schweizer.com/,YouTube Leaderboard
Swatch Werbespot 2015,Swatch,Facebook,2022-10-30,7020946,Roger Federer,Swisscom – Die Zukunft ist jetzt.,http://www.buhlmann-grob.com/,Meta Ads Library
Nestlé Werbespot 1977,Nestlé,Facebook,2021-11-08,4866449,Stress,Frisch ab Hof – jetzt bei Migros.,https://www.koch.com/,Meta Ads Library
Ricola Werbespot 2009,Ricola,TikTok,2023-07-25,1810206,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.siegrist-roth.com/,SRF
Emmi Werbespot 2007,Emmi,TikTok,2021-09-19,8806605,,Galaxus – Fast alles für fast jeden.,https://forster.info/,YouTube Leaderboard
Swatch Werbespot 2012,Swatch,Instagram,2020-10-02,3244838,Stress,Coop – Für mich und dich.,https://www.egli-frey.biz/,SRF
Swisscom Werbespot 2008,Swisscom,Instagram,2024-08-06,3133902,Stress,Frisch ab Hof – jetzt bei Migros.,https://michel.info/,SRF
Ricola Werbespot 2003,Ricola,Facebook,2021-09-20,2954316,,Mit Swatch immer im Takt bleiben.,http://www.hodel.com/,Statista CH
Nestlé Werbespot 1985,Nestlé,Instagram,2024-11-14,1465218,,Emmi – So schmeckt die Schweiz.,https://www.scheidegger-wegmann.info/,Meta Ads Library
Swisscom Werbespot 2007,Swisscom,TV,2024-08-23,5439135,Michelle Hunziker,UBS – Vermögen weitsichtig gestalten.,http://www.wirz-schafer.com/,Meta Ads Library
Ricola Werbespot 2006,Ricola,Facebook,2020-08-26,7504978,Viola Tami,"Nestlé – Qualität, der man vertraut.",https://www.brun-walter.com/,SRF
Ricola Werbespot 1990,Ricola,TikTok,2020-07-28,201859,,"Nestlé – Qualität, der man vertraut.",https://blum-lutz.com/,SRF
SBB Werbespot 2022,SBB,YouTube,2022-04-25,7818032,Roger Federer,"Nestlé – Qualität, der man vertraut.",http://schwab.com/,YouTube Leaderboard
Nestlé Werbespot 2011,Nestlé,TikTok,2021-06-25,5227344,,Coop – Für mich und dich.,http://www.schenk.net/,SRF
UBS Werbespot 1989,UBS,Facebook,2024-11-17,3686367,,Swisscom – Die Zukunft ist jetzt.,http://hodel.com/,Statista CH
Swisscom Werbespot 2005,Swisscom,TikTok,2021-02-08,6278384,Stress,Emmi – So schmeckt die Schweiz.,http://hermann.com/,Horizont.ch
Emmi Werbespot 2017,Emmi,Facebook,2021-06-05,4161780,,Mit Swatch immer im Takt bleiben.,http://www.hunziker.biz/,Meta Ads Library
Swatch Werbespot 2003,Swatch,TikTok,2021-07-04,6079742,Stress,Coop – Für mich und dich.,https://marti-bianchi.com/,Horizont.ch
Coop Werbespot 1997,Coop,TikTok,2024-09-06,8490665,Roger Federer,UBS – Vermögen weitsichtig gestalten.,https://meyer-hurlimann.org/,Horizont.ch
Swatch Werbespot 1970,Swatch,Facebook,2021-02-02,5514900,Michelle Hunziker,Ricola – Wer hat’s erfunden?,https://zehnder.biz/,Statista CH
Coop Werbespot 1984,Coop,Facebook,2023-12-14,8211172,,Coop – Für mich und dich.,http://hunziker-hess.com/,Horizont.ch
Emmi Werbespot 2007,Emmi,TV,2025-03-19,2223658,Roger Federer,Ricola – Wer hat’s erfunden?,http://stocker-widmer.com/,Statista CH
Emmi Werbespot 1973,Emmi,YouTube,2021-02-22,7767420,,"Nestlé – Qualität, der man vertraut.",https://www.favre.info/,Meta Ads Library
Nestlé Werbespot 1970,Nestlé,YouTube,2023-12-09,3665777,Bastian Baker,Mit Swatch immer im Takt bleiben.,http://www.hofmann.com/,Meta Ads Library
Migros Werbespot 2014,Migros,Instagram,2023-05-13,1079713,Viola Tami,Ricola – Wer hat’s erfunden?,https://www.steiger-stalder.com/,Meta Ads Library
Coop Werbespot 1973,Coop,YouTube,2023-09-02,4826582,Stress,Emmi – So schmeckt die Schweiz.,https://www.staub-bolliger.com/,YouTube Leaderboard
Swisscom Werbespot 1970,Swisscom,TV,2022-02-11,6292411,,Emmi – So schmeckt die Schweiz.,https://www.schnyder.net/,Statista CH
Nestlé Werbespot 2016,Nestlé,YouTube,2024-01-31,2241198,Viola Tami,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.jaggi.com/,Meta Ads Library
Swisscom Werbespot 2002,Swisscom,TV,2020-11-25,8882505,,Swisscom – Die Zukunft ist jetzt.,http://walder.com/,YouTube Leaderboard
Migros Werbespot 1991,Migros,Instagram,2023-06-04,7777916,Roger Federer,Ricola – Wer hat’s erfunden?,https://www.wirz-zurcher.com/,Statista CH
Swatch Werbespot 2013,Swatch,Facebook,2021-07-06,4162562,Viola Tami,Galaxus – Fast alles für fast jeden.,http://www.stalder.com/,SRF
Swisscom Werbespot 2019,Swisscom,Facebook,2022-02-09,1903218,Bastian Baker,Frisch ab Hof – jetzt bei Migros.,http://stockli.com/,Statista CH
Galaxus Werbespot 1976,Galaxus,Facebook,2021-06-28,3467475,Roger Federer,Coop – Für mich und dich.,http://luscher-huber.com/,Meta Ads Library
Galaxus Werbespot 1986,Galaxus,TV,2022-08-27,826653,Roger Federer,UBS – Vermögen weitsichtig gestalten.,http://www.schuler.org/,Meta Ads Library
Nestlé Werbespot 1989,Nestlé,Facebook,2020-07-11,3655172,Stress,Frisch ab Hof – jetzt bei Migros.,https://www.schurch.biz/,YouTube Leaderboard
Swatch Werbespot 1990,Swatch,Facebook,2020-10-05,5360316,Bastian Baker,Mit Swatch immer im Takt bleiben.,http://bucher-grob.info/,Horizont.ch
UBS Werbespot 2013,UBS,Instagram,2020-11-25,2413511,Stéphane Lambiel,Ricola – Wer hat’s erfunden?,http://egger-koch.org/,YouTube Leaderboard
Nestlé Werbespot 1998,Nestlé,Instagram,2023-05-29,1032699,Bastian Baker,Ricola – Wer hat’s erfunden?,http://amrein.com/,Horizont.ch
Swisscom Werbespot 1970,Swisscom,TV,2022-07-12,8325137,,Frisch ab Hof – jetzt bei Migros.,http://www.zbinden.net/,SRF
Nestlé Werbespot 1989,Nestlé,Instagram,2024-07-23,6994768,,Emmi – So schmeckt die Schweiz.,https://kung.net/,YouTube Leaderboard
Ricola Werbespot 2006,Ricola,Facebook,2021-08-06,7954327,Viola Tami,UBS – Vermögen weitsichtig gestalten.,https://www.bieri-peter.com/,YouTube Leaderboard
Ricola Werbespot 2024,Ricola,TV,2021-08-14,976769,Michelle Hunziker,Ricola – Wer hat’s erfunden?,https://siegrist.com/,Statista CH
Nestlé Werbespot 1991,Nestlé,TikTok,2024-01-08,2259703,,Emmi – So schmeckt die Schweiz.,http://www.blum.com/,YouTube Leaderboard
Ricola Werbespot 2000,Ricola,Instagram,2020-10-06,1336581,Stéphane Lambiel,Galaxus – Fast alles für fast jeden.,https://www.ammann.com/,SRF
Coop Werbespot 2017,Coop,Facebook,2020-05-24,874641,,"Nestlé – Qualität, der man vertraut.",http://probst-portmann.com/,Statista CH
Galaxus Werbespot 1981,Galaxus,YouTube,2023-06-18,1231118,,UBS – Vermögen weitsichtig gestalten.,http://buhlmann.com/,Horizont.ch
Swatch Werbespot 2024,Swatch,TV,2023-12-13,3514577,Stéphane Lambiel,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.thommen-schlatter.com/,SRF
Migros Werbespot 2003,Migros,Facebook,2024-03-03,1978239,Stéphane Lambiel,Galaxus – Fast alles für fast jeden.,https://www.schenk-felber.com/,YouTube Leaderboard
Galaxus Werbespot 1980,Galaxus,TV,2022-06-20,4025307,Stéphane Lambiel,Ricola – Wer hat’s erfunden?,http://www.weber.com/,SRF
Ricola Werbespot 1972,Ricola,TV,2020-05-27,8963163,Viola Tami,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.kaser-knecht.com/,SRF
Ricola Werbespot 1982,Ricola,TikTok,2020-08-06,8352928,Anna Rossinelli,Galaxus – Fast alles für fast jeden.,https://www.gut-lehmann.com/,Meta Ads Library
Emmi Werbespot 1988,Emmi,Facebook,2020-12-16,6229396,Anna Rossinelli,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.steinmann.com/,Statista CH
Migros Werbespot 2024,Migros,Facebook,2024-09-07,2458176,,Frisch ab Hof – jetzt bei Migros.,http://meier.com/,SRF
Swatch Werbespot 1992,Swatch,TikTok,2021-01-12,7015797,,"Nestlé – Qualität, der man vertraut.",https://www.friedli-hodel.org/,YouTube Leaderboard
SBB Werbespot 2023,SBB,Facebook,2022-11-19,6382653,Anna Rossinelli,Mit Swatch immer im Takt bleiben.,http://schnyder-moser.com/,YouTube Leaderboard
Emmi Werbespot 2019,Emmi,Instagram,2024-12-12,4327226,,Galaxus – Fast alles für fast jeden.,http://www.lang.com/,Statista CH
Emmi Werbespot 2006,Emmi,Instagram,2023-03-31,2849807,Michelle Hunziker,Swisscom – Die Zukunft ist jetzt.,http://wettstein.biz/,Horizont.ch
Emmi Werbespot 2020,Emmi,TikTok,2022-11-30,995360,Michelle Hunziker,Ricola – Wer hat’s erfunden?,http://www.graf.com/,Meta Ads Library
Coop Werbespot 1979,Coop,YouTube,2022-09-05,117102,,Emmi – So schmeckt die Schweiz.,http://www.probst.com/,YouTube Leaderboard
SBB Werbespot 2001,SBB,Facebook,2021-01-07,163368,Lara Gut-Behrami,UBS – Vermögen weitsichtig gestalten.,http://www.kohler.org/,Horizont.ch
Emmi Werbespot 1974,Emmi,YouTube,2023-12-31,8116820,Anna Rossinelli,Galaxus – Fast alles für fast jeden.,http://www.hafner-huber.biz/,Meta Ads Library
Migros Werbespot 2017,Migros,TikTok,2023-01-27,6911115,,Frisch ab Hof – jetzt bei Migros.,https://gloor-bianchi.com/,Meta Ads Library
Swatch Werbespot 1979,Swatch,TikTok,2025-04-09,4819835,Bastian Baker,Frisch ab Hof – jetzt bei Migros.,http://www.felber.info/,Horizont.ch
Nestlé Werbespot 1991,Nestlé,YouTube,2023-10-03,1625878,Michelle Hunziker,Ricola – Wer hat’s erfunden?,http://marti.info/,YouTube Leaderboard
SBB Werbespot 1988,SBB,TikTok,2021-04-26,8842465,Stéphane Lambiel,"Nestlé – Qualität, der man vertraut.",http://www.hofmann.org/,SRF
Ricola Werbespot 1972,Ricola,YouTube,2022-02-16,6268766,Viola Tami,Emmi – So schmeckt die Schweiz.,https://www.thommen.com/,Statista CH
Galaxus Werbespot 1996,Galaxus,Facebook,2024-08-31,5042739,Stéphane Lambiel,Coop – Für mich und dich.,http://ferrari-bader.biz/,Meta Ads Library
Coop Werbespot 2000,Coop,TV,2025-01-10,6337855,Viola Tami,Ricola – Wer hat’s erfunden?,http://www.brun-zimmermann.com/,Statista CH
Migros Werbespot 1978,Migros,YouTube,2020-05-26,2885339,,Coop – Für mich und dich.,http://www.frick.com/,Statista CH
Nestlé Werbespot 2016,Nestlé,Instagram,2021-01-05,1609906,,Ricola – Wer hat’s erfunden?,https://www.berger.info/,Meta Ads Library
SBB Werbespot 2025,SBB,TikTok,2021-05-24,7987571,Stéphane Lambiel,"Nestlé – Qualität, der man vertraut.",http://bauer.com/,Meta Ads Library
Coop Werbespot 1981,Coop,Instagram,2025-03-06,562000,,Swisscom – Die Zukunft ist jetzt.,https://bader-kessler.biz/,SRF
Migros Werbespot 1981,Migros,TikTok,2023-04-23,2429132,Stéphane Lambiel,Emmi – So schmeckt die Schweiz.,http://www.herzog-maier.com/,Meta Ads Library
Ricola Werbespot 1972,Ricola,TikTok,2022-05-22,4044453,Michelle Hunziker,Mit Swatch immer im Takt bleiben.,https://schaller-merz.com/,Statista CH
Swatch Werbespot 1975,Swatch,TV,2022-09-05,2357981,Anna Rossinelli,Coop – Für mich und dich.,https://www.friedli-sporri.net/,Horizont.ch
UBS Werbespot 1986,UBS,YouTube,2024-12-03,7343124,Roger Federer,UBS – Vermögen weitsichtig gestalten.,http://kaiser.info/,Meta Ads Library
UBS Werbespot 1993,UBS,TikTok,2025-02-09,6665572,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://fluckiger-bachmann.com/,Meta Ads Library
Ricola Werbespot 2010,Ricola,TV,2022-02-28,3837527,Stress,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://zollinger.net/,Horizont.ch
Nestlé Werbespot 1994,Nestlé,Facebook,2025-04-07,6386562,Viola Tami,Coop – Für mich und dich.,http://www.gut.com/,Horizont.ch
Ricola Werbespot 1988,Ricola,YouTube,2024-11-02,1386369,Stéphane Lambiel,"Nestlé – Qualität, der man vertraut.",http://www.ziegler.com/,YouTube Leaderboard
Nestlé Werbespot 1981,Nestlé,Facebook,2022-04-23,6546772,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://bader.com/,SRF
Coop Werbespot 2008,Coop,YouTube,2025-02-03,5181869,Lara Gut-Behrami,Galaxus – Fast alles für fast jeden.,http://www.ruegg-hotz.com/,SRF
Ricola Werbespot 2003,Ricola,Facebook,2020-08-14,1474604,Lara Gut-Behrami,Swisscom – Die Zukunft ist jetzt.,http://www.schumacher.com/,Statista CH
Emmi Werbespot 2005,Emmi,TikTok,2024-05-13,8607330,,Emmi – So schmeckt die Schweiz.,http://friedli.com/,Meta Ads Library
Migros Werbespot 2018,Migros,Instagram,2021-10-22,1571359,Lara Gut-Behrami,Mit Swatch immer im Takt bleiben.,https://www.ernst.com/,Horizont.ch
UBS Werbespot 2022,UBS,YouTube,2021-03-29,4906386,Viola Tami,Emmi – So schmeckt die Schweiz.,https://www.sutter-steffen.biz/,Statista CH
Coop Werbespot 2009,Coop,Facebook,2021-02-26,8752683,,Swisscom – Die Zukunft ist jetzt.,https://egli-favre.biz/,Statista CH
Swisscom Werbespot 2023,Swisscom,Instagram,2024-06-10,5062144,Michelle Hunziker,"Nestlé – Qualität, der man vertraut.",https://www.schaub.com/,Statista CH
Swisscom Werbespot 1985,Swisscom,Facebook,2021-10-15,7302657,Lara Gut-Behrami,"Nestlé – Qualität, der man vertraut.",https://stucki.com/,Statista CH
Ricola Werbespot 2019,Ricola,YouTube,2020-04-24,6068670,Stress,"Nestlé – Qualität, der man vertraut.",https://www.schumacher.org/,YouTube Leaderboard
Emmi Werbespot 1985,Emmi,TikTok,2025-02-09,3290754,,Galaxus – Fast alles für fast jeden.,http://imhof.com/,Meta Ads Library
Swisscom Werbespot 1986,Swisscom,YouTube,2023-04-01,6648609,Bastian Baker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://www.blum.com/,Horizont.ch
Nestlé Werbespot 2000,Nestlé,TV,2020-05-24,5625941,Anna Rossinelli,Emmi – So schmeckt die Schweiz.,https://www.studer.com/,Horizont.ch
Swisscom Werbespot 1987,Swisscom,Instagram,2021-03-20,3379728,Bastian Baker,Galaxus – Fast alles für fast jeden.,http://www.lutz-walder.biz/,SRF
Swisscom Werbespot 1981,Swisscom,Instagram,2023-10-27,4899688,Viola Tami,Galaxus – Fast alles für fast jeden.,https://schafer-kern.com/,Horizont.ch
SBB Werbespot 2002,SBB,TV,2025-03-19,4712656,Anna Rossinelli,Emmi – So schmeckt die Schweiz.,http://www.betschart-ziegler.com/,SRF
Coop Werbespot 1990,Coop,Facebook,2020-06-20,3028677,,Ricola – Wer hat’s erfunden?,https://betschart.com/,Meta Ads Library
Emmi Werbespot 1995,Emmi,TV,2021-08-31,4897726,Stéphane Lambiel,Coop – Für mich und dich.,http://www.schoch-schwarz.info/,Statista CH
Emmi Werbespot 2017,Emmi,Instagram,2020-07-24,4070441,Michelle Hunziker,"Nestlé – Qualität, der man vertraut.",https://www.luthi.com/,YouTube Leaderboard
Nestlé Werbespot 1992,Nestlé,YouTube,2022-01-17,7544089,Viola Tami,Mit Swatch immer im Takt bleiben.,http://schar.net/,Statista CH
Galaxus Werbespot 1988,Galaxus,TikTok,2022-09-10,8509549,Viola Tami,Emmi – So schmeckt die Schweiz.,https://www.baumgartner.org/,Horizont.ch
Migros Werbespot 2007,Migros,TikTok,2024-06-22,1435760,Anna Rossinelli,Coop – Für mich und dich.,http://www.ackermann-luscher.com/,YouTube Leaderboard
UBS Werbespot 1990,UBS,TikTok,2024-05-20,753175,Michelle Hunziker,Mit Swatch immer im Takt bleiben.,http://www.fuchs.com/,Statista CH
UBS Werbespot 1975,UBS,YouTube,2024-04-29,186962,Viola Tami,Coop – Für mich und dich.,http://meili-michel.com/,SRF
SBB Werbespot 1976,SBB,TikTok,2024-12-04,3718297,,Galaxus – Fast alles für fast jeden.,https://www.kessler-kaufmann.com/,SRF
Nestlé Werbespot 2000,Nestlé,TikTok,2020-09-04,8406422,Stress,Swisscom – Die Zukunft ist jetzt.,https://hartmann-gfeller.com/,SRF
Migros Werbespot 2008,Migros,YouTube,2020-10-27,4966530,Stress,Emmi – So schmeckt die Schweiz.,http://www.steiner.net/,Meta Ads Library
Coop Werbespot 1998,Coop,Instagram,2022-03-26,5242651,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://leu.info/,Statista CH
SBB Werbespot 2008,SBB,TV,2022-04-21,5853509,,Galaxus – Fast alles für fast jeden.,https://kuhn.com/,Meta Ads Library
Emmi Werbespot 2004,Emmi,Instagram,2025-02-26,1136998,Stress,"Nestlé – Qualität, der man vertraut.",http://www.ferrari-felber.com/,Meta Ads Library
Coop Werbespot 2025,Coop,Instagram,2021-12-08,1844801,Roger Federer,Swisscom – Die Zukunft ist jetzt.,http://www.bieri-stocker.biz/,YouTube Leaderboard
Swatch Werbespot 1983,Swatch,TikTok,2021-07-22,2696631,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://zingg.biz/,Horizont.ch
Nestlé Werbespot 2007,Nestlé,Facebook,2023-09-05,6805568,Stress,Swisscom – Die Zukunft ist jetzt.,https://maurer.org/,YouTube Leaderboard
Nestlé Werbespot 2009,Nestlé,YouTube,2024-09-28,3320554,Viola Tami,Galaxus – Fast alles für fast jeden.,https://www.eugster-ernst.org/,Horizont.ch
Nestlé Werbespot 2010,Nestlé,YouTube,2025-04-03,3613680,Viola Tami,UBS – Vermögen weitsichtig gestalten.,http://www.wolf.com/,SRF
Coop Werbespot 2006,Coop,YouTube,2023-03-23,3146665,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,https://staub-meyer.org/,SRF
SBB Werbespot 2011,SBB,YouTube,2024-04-27,4411559,Stress,Galaxus – Fast alles für fast jeden.,http://www.kunz-erni.org/,Horizont.ch
UBS Werbespot 2011,UBS,TV,2023-09-19,6595795,,Mit Swatch immer im Takt bleiben.,http://stucki-graf.com/,Meta Ads Library
UBS Werbespot 2020,UBS,TV,2024-05-04,2904531,Anna Rossinelli,"Nestlé – Qualität, der man vertraut.",https://iten.com/,Horizont.ch
Galaxus Werbespot 1989,Galaxus,Facebook,2024-06-24,5264384,Lara Gut-Behrami,Coop – Für mich und dich.,http://www.hoffmann.info/,YouTube Leaderboard
Ricola Werbespot 2022,Ricola,Facebook,2023-01-10,6273036,Lara Gut-Behrami,Swisscom – Die Zukunft ist jetzt.,https://stadelmann.info/,Horizont.ch
Nestlé Werbespot 1984,Nestlé,TikTok,2023-10-06,2323029,Viola Tami,Mit Swatch immer im Takt bleiben.,https://pfister.com/,Statista CH
Nestlé Werbespot 1991,Nestlé,TV,2024-08-10,2916397,Michelle Hunziker,Ricola – Wer hat’s erfunden?,https://www.schenk.com/,YouTube Leaderboard
Emmi Werbespot 1983,Emmi,Facebook,2020-10-15,3148993,Bastian Baker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.baumgartner-kalin.com/,Statista CH
Galaxus Werbespot 1988,Galaxus,Instagram,2023-06-07,170783,Roger Federer,Galaxus – Fast alles für fast jeden.,https://burri.com/,YouTube Leaderboard
SBB Werbespot 1995,SBB,TikTok,2024-06-15,8489842,Viola Tami,Galaxus – Fast alles für fast jeden.,https://www.schneider-schar.com/,Statista CH
Emmi Werbespot 1993,Emmi,TV,2021-09-09,8209017,Viola Tami,Swisscom – Die Zukunft ist jetzt.,https://www.bader-knecht.com/,Meta Ads Library
Galaxus Werbespot 1981,Galaxus,Facebook,2025-03-01,4910455,Roger Federer,Frisch ab Hof – jetzt bei Migros.,http://www.gfeller.com/,SRF
SBB Werbespot 2014,SBB,Instagram,2023-10-13,2832078,,Galaxus – Fast alles für fast jeden.,http://www.egger-stadelmann.com/,Horizont.ch
Emmi Werbespot 2010,Emmi,TikTok,2020-05-15,1909365,,Mit Swatch immer im Takt bleiben.,http://zingg.com/,Meta Ads Library
Ricola Werbespot 1998,Ricola,Instagram,2023-07-02,708108,,Galaxus – Fast alles für fast jeden.,https://geiger-meier.com/,Horizont.ch
SBB Werbespot 2016,SBB,YouTube,2024-09-22,4162891,Viola Tami,"Nestlé – Qualität, der man vertraut.",https://www.peter.com/,Meta Ads Library
Emmi Werbespot 2008,Emmi,Instagram,2022-09-14,1469332,Bastian Baker,Galaxus – Fast alles für fast jeden.,https://www.berger-iten.com/,Meta Ads Library
SBB Werbespot 2013,SBB,TikTok,2023-01-24,5892609,Stéphane Lambiel,Mit Swatch immer im Takt bleiben.,https://thommen.com/,Statista CH
Swisscom Werbespot 1980,Swisscom,Facebook,2024-09-12,3476502,,UBS – Vermögen weitsichtig gestalten.,http://www.kunz.com/,Meta Ads Library
Galaxus Werbespot 2019,Galaxus,TikTok,2020-07-07,4725824,Anna Rossinelli,Mit Swatch immer im Takt bleiben.,https://leu-kunz.biz/,Horizont.ch
Swisscom Werbespot 2020,Swisscom,Instagram,2020-08-06,4864206,Anna Rossinelli,Mit Swatch immer im Takt bleiben.,http://thommen.net/,SRF
Swatch Werbespot 2013,Swatch,YouTube,2024-05-06,2284804,,Emmi – So schmeckt die Schweiz.,https://stauffer.com/,Meta Ads Library
Ricola Werbespot 1989,Ricola,Facebook,2021-02-16,2236183,,UBS – Vermögen weitsichtig gestalten.,https://www.hafner.net/,YouTube Leaderboard
UBS Werbespot 2021,UBS,TV,2021-11-08,8221754,Stéphane Lambiel,Swisscom – Die Zukunft ist jetzt.,https://www.kagi.com/,Horizont.ch
Ricola Werbespot 1998,Ricola,TV,2023-02-12,6304347,,Galaxus – Fast alles für fast jeden.,https://hofer.info/,Meta Ads Library
Coop Werbespot 1973,Coop,TikTok,2025-04-06,4677852,Viola Tami,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://naf.biz/,Statista CH
Emmi Werbespot 2006,Emmi,TikTok,2022-11-01,51491,Anna Rossinelli,Coop – Für mich und dich.,https://www.eichenberger.com/,Statista CH
UBS Werbespot 1997,UBS,TikTok,2025-02-21,6682565,Lara Gut-Behrami,UBS – Vermögen weitsichtig gestalten.,https://www.tobler-fluckiger.com/,Statista CH
SBB Werbespot 2003,SBB,Instagram,2023-02-16,5426778,Stress,"Nestlé – Qualität, der man vertraut.",http://beck.com/,SRF
Swatch Werbespot 1984,Swatch,Facebook,2021-09-24,8152618,,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://egger.biz/,Meta Ads Library
Migros Werbespot 2013,Migros,TV,2023-12-14,283155,Lara Gut-Behrami,Coop – Für mich und dich.,https://knecht-aebi.com/,YouTube Leaderboard
Emmi Werbespot 2006,Emmi,YouTube,2021-12-29,7187281,Stress,UBS – Vermögen weitsichtig gestalten.,https://www.wenger-ritter.com/,YouTube Leaderboard
Ricola Werbespot 1971,Ricola,Instagram,2020-05-01,1575985,Michelle Hunziker,SBB – Sicher unterwegs. Pünktlich. Nachhaltig.,http://www.jenni.com/,SRF
Coop Werbespot 1996,Coop,Facebook,2024-07-30,878846,Anna Rossinelli,Emmi – So schmeckt die Schweiz.,https://www.baumann.com/,SRF
SBB Werbespot 2001,SBB,YouTube,2024-09-21,1606917,Viola Tami,Frisch ab Hof – jetzt bei Migros.,https://egli.com/,YouTube Leaderboard
Emmi Werbespot 2021,Emmi,Facebook,2021-11-25,3804852,Lara Gut-Behrami,Ricola – Wer hat’s erfunden?,http://giger.com/,Statista CH
Migros Werbespot 1984,Migros,Instagram,2020-06-26,2033227,Roger Federer,Emmi – So schmeckt die Schweiz.,http://www.thommen-stalder.com/,YouTube Leaderboard
Emmi Werbespot 1995,Emmi,Facebook,2022-06-22,6436846,Lara Gut-Behrami,Coop – Für mich und dich.,http://www.brunner.com/,Meta Ads Library
